"","group.label"
"1033","HG01866.SG"
"1034","HG01867.SG"
"1035","HG01868.SG"
"1036","HG01869.SG"
"1037","HG01870.SG"
"1038","HG01871.SG"
"1039","HG01872.SG"
"1040","HG01873.SG"
"1041","HG01874.SG"
"1042","HG01878.SG"
"1043","HG01879.SG"
"1044","HG01880.SG"
"1045","HG01882.SG"
"1046","HG01883.SG"
"1047","HG01885.SG"
"1048","HG01886.SG"
"1049","HG01889.SG"
"1050","HG01890.SG"
"1051","HG01892.SG"
"1052","HG01893.SG"
"1053","HG01894.SG"
"1054","HG01896.SG"
"1055","HG01912.SG"
"1056","HG01914.SG"
"1057","HG01915.SG"
"1058","HG01917.SG"
"1059","HG01918.SG"
"1060","HG01920.SG"
"1061","HG01921.SG"
"1062","HG01923.SG"
"1063","HG01924.SG"
"1064","HG01926.SG"
"1065","HG01927.SG"
"1066","HG01932.SG"
"1067","HG01933.SG"
"1068","HG01935.SG"
"1069","HG01936.SG"
"1070","HG01938.SG"
"1071","HG01939.SG"
"1072","HG01941.SG"
"1073","HG01942.SG"
"1074","HG01944.SG"
"1075","HG01945.SG"
"1076","HG01947.SG"
"1077","HG01948.SG"
"1078","HG01950.SG"
"1079","HG01951.SG"
"1080","HG01953.SG"
"1081","HG01954.SG"
"1082","HG01956.SG"
"1083","HG01958.SG"
"1084","HG01961.SG"
"1085","HG01965.SG"
"1086","HG01967.SG"
"1087","HG01968.SG"
"1088","HG01970.SG"
"1089","HG01971.SG"
"1090","HG01973.SG"
"1091","HG01974.SG"
"1092","HG01976.SG"
"1093","HG01977.SG"
"1094","HG01979.SG"
"1095","HG01980.SG"
"1096","HG01982.SG"
"1097","HG01983.SG"
"1098","HG01985.SG"
"1099","HG01986.SG"
"1100","HG01988.SG"
"1101","HG01989.SG"
"1102","HG01990.SG"
"1103","HG01991.SG"
"1104","HG01992.SG"
"1105","HG01997.SG"
"1106","HG02002.SG"
"1107","HG02003.SG"
"1108","HG02006.SG"
"1109","HG02008.SG"
"1110","HG02009.SG"
"1111","HG02010.SG"
"1112","HG02012.SG"
"1113","HG02013.SG"
"1114","HG02014.SG"
"1115","HG02016.SG"
"1116","HG02017.SG"
"1117","HG02019.SG"
"1118","HG02020.SG"
"1119","HG02023.SG"
"1120","HG02024.SG"
"1121","HG02025.SG"
"1122","HG02026.SG"
"1123","HG02028.SG"
"1124","HG02029.SG"
"1125","HG02031.SG"
"1126","HG02032.SG"
"1127","HG02035.SG"
"1128","HG02040.SG"
"1129","HG02046.SG"
"1130","HG02047.SG"
"1131","HG02048.SG"
"1132","HG02049.SG"
"1133","HG02050.SG"
"1134","HG02051.SG"
"1135","HG02052.SG"
"1136","HG02053.SG"
"1137","HG02054.SG"
"1138","HG02057.SG"
"1139","HG02058.SG"
"1140","HG02060.SG"
"1141","HG02061.SG"
"1142","HG02064.SG"
"1143","HG02067.SG"
"1144","HG02069.SG"
"1145","HG02070.SG"
"1146","HG02072.SG"
"1147","HG02073.SG"
"1148","HG02075.SG"
"1149","HG02076.SG"
"1150","HG02078.SG"
"1151","HG02079.SG"
"1152","HG02081.SG"
"1153","HG02082.SG"
"1154","HG02084.SG"
"1155","HG02085.SG"
"1156","HG02086.SG"
"1157","HG02087.SG"
"1158","HG02088.SG"
"1159","HG02089.SG"
"1160","HG02090.SG"
"1161","HG02095.SG"
"1162","HG02102.SG"
"1163","HG02104.SG"
"1164","HG02105.SG"
"1165","HG02107.SG"
"1166","HG02108.SG"
"1167","HG02111.SG"
"1168","HG02113.SG"
"1169","HG02116.SG"
"1170","HG02121.SG"
"1171","HG02122.SG"
"1172","HG02127.SG"
"1173","HG02128.SG"
"1174","HG02130.SG"
"1175","HG02131.SG"
"1176","HG02133.SG"
"1177","HG02134.SG"
"1178","HG02136.SG"
"1179","HG02137.SG"
"1180","HG02138.SG"
"1181","HG02139.SG"
"1182","HG02140.SG"
"1183","HG02141.SG"
"1184","HG02142.SG"
"1185","HG02143.SG"
"1186","HG02144.SG"
"1187","HG02146.SG"
"1188","HG02147.SG"
"1189","HG02150.SG"
"1190","HG02151.SG"
"1191","HG02152.SG"
"1192","HG02153.SG"
"1193","HG02154.SG"
"1194","HG02155.SG"
"1195","HG02156.SG"
"1196","HG02164.SG"
"1197","HG02165.SG"
"1198","HG02166.SG"
"1199","HG02178.SG"
"1200","HG02179.SG"
"1201","HG02180.SG"
"1202","HG02181.SG"
"1203","HG02182.SG"
"1204","HG02184.SG"
"1205","HG02185.SG"
"1206","HG02186.SG"
"1207","HG02187.SG"
"1208","HG02188.SG"
"1209","HG02190.SG"
"1210","HG02215.SG"
"1211","HG02219.SG"
"1212","HG02220.SG"
"1213","HG02221.SG"
"1214","HG02223.SG"
"1215","HG02224.SG"
"1216","HG02230.SG"
"1217","HG02231.SG"
"1218","HG02232.SG"
"1219","HG02233.SG"
"1220","HG02235.SG"
"1221","HG02236.SG"
"1222","HG02238.SG"
"1223","HG02239.SG"
"1224","HG02250.SG"
"1225","HG02252.SG"
"1226","HG02253.SG"
"1227","HG02255.SG"
"1228","HG02256.SG"
"1229","HG02259.SG"
"1230","HG02260.SG"
"1231","HG02262.SG"
"1232","HG02265.SG"
"1233","HG02266.SG"
"1234","HG02271.SG"
"1235","HG02272.SG"
"1236","HG02274.SG"
"1237","HG02275.SG"
"1238","HG02277.SG"
"1239","HG02278.SG"
"1240","HG02281.SG"
"1241","HG02282.SG"
"1242","HG02283.SG"
"1243","HG02284.SG"
"1244","HG02285.SG"
"1245","HG02286.SG"
"1246","HG02291.SG"
"1247","HG02292.SG"
"1248","HG02298.SG"
"1249","HG02299.SG"
"1250","HG02301.SG"
"1251","HG02304.SG"
"1252","HG02307.SG"
"1253","HG02308.SG"
"1254","HG02309.SG"
"1255","HG02312.SG"
"1256","HG02314.SG"
"1257","HG02315.SG"
"1258","HG02317.SG"
"1259","HG02318.SG"
"1260","HG02322.SG"
"1261","HG02323.SG"
"1262","HG02325.SG"
"1263","HG02330.SG"
"1264","HG02332.SG"
"1265","HG02334.SG"
"1266","HG02337.SG"
"1267","HG02339.SG"
"1268","HG02343.SG"
"1269","HG02345.SG"
"1270","HG02348.SG"
"1271","HG02351.SG"
"1272","HG02353.SG"
"1273","HG02355.SG"
"1274","HG02356.SG"
"1275","HG02360.SG"
"1276","HG02363.SG"
"1277","HG02364.SG"
"1278","HG02367.SG"
"1279","HG02371.SG"
"1280","HG02372.SG"
"1281","HG02373.SG"
"1282","HG02374.SG"
"1283","HG02375.SG"
"1284","HG02377.SG"
"1285","HG02379.SG"
"1286","HG02380.SG"
"1287","HG02381.SG"
"1288","HG02382.SG"
"1289","HG02383.SG"
"1290","HG02384.SG"
"1291","HG02385.SG"
"1292","HG02386.SG"
"1293","HG02387.SG"
"1294","HG02388.SG"
"1295","HG02389.SG"
"1296","HG02390.SG"
"1297","HG02391.SG"
"1298","HG02392.SG"
"1299","HG02394.SG"
"1300","HG02395.SG"
"1301","HG02396.SG"
"1302","HG02397.SG"
"1303","HG02398.SG"
"1304","HG02399.SG"
"1305","HG02401.SG"
"1306","HG02402.SG"
"1307","HG02406.SG"
"1308","HG02407.SG"
"1309","HG02408.SG"
"1310","HG02409.SG"
"1311","HG02410.SG"
"1312","HG02419.SG"
"1313","HG02420.SG"
"1314","HG02425.SG"
"1315","HG02427.SG"
"1316","HG02429.SG"
"1317","HG02433.SG"
"1318","HG02439.SG"
"1319","HG02442.SG"
"1320","HG02445.SG"
"1321","HG02449.SG"
"1322","HG02450.SG"
"1323","HG02455.SG"
"1324","HG02461.SG"
"1325","HG02462.SG"
"1326","HG02464.SG"
"1327","HG02465.SG"
"1328","HG02470.SG"
"1329","HG02471.SG"
"1330","HG02476.SG"
"1331","HG02477.SG"
"1332","HG02479.SG"
"1333","HG02481.SG"
"1334","HG02484.SG"
"1335","HG02485.SG"
"1336","HG02489.SG"
"1337","HG02490.SG"
"1338","HG02491.SG"
"1339","HG02493.SG"
"1340","HG02494.SG"
"1341","HG02496.SG"
"1342","HG02497.SG"
"1343","HG02501.SG"
"1344","HG02502.SG"
"1345","HG02505.SG"
"1346","HG02508.SG"
"1347","HG02511.SG"
"1348","HG02512.SG"
"1349","HG02513.SG"
"1350","HG02521.SG"
"1351","HG02522.SG"
"1352","HG02536.SG"
"1353","HG02537.SG"
"1354","HG02541.SG"
"1355","HG02545.SG"
"1356","HG02546.SG"
"1357","HG02549.SG"
"1358","HG02554.SG"
"1359","HG02555.SG"
"1360","HG02557.SG"
"1361","HG02558.SG"
"1362","HG02561.SG"
"1363","HG02562.SG"
"1364","HG02568.SG"
"1365","HG02570.SG"
"1366","HG02571.SG"
"1367","HG02573.SG"
"1368","HG02574.SG"
"1369","HG02577.SG"
"1370","HG02580.SG"
"1371","HG02582.SG"
"1372","HG02583.SG"
"1373","HG02585.SG"
"1374","HG02586.SG"
"1375","HG02588.SG"
"1376","HG02589.SG"
"1377","HG02594.SG"
"1378","HG02595.SG"
"1379","HG02597.SG"
"1380","HG02600.SG"
"1381","HG02601.SG"
"1382","HG02603.SG"
"1383","HG02604.SG"
"1384","HG02610.SG"
"1385","HG02611.SG"
"1386","HG02613.SG"
"1387","HG02614.SG"
"1388","HG02620.SG"
"1389","HG02621.SG"
"1390","HG02623.SG"
"1391","HG02624.SG"
"1392","HG02628.SG"
"1393","HG02629.SG"
"1394","HG02634.SG"
"1395","HG02635.SG"
"1396","HG02642.SG"
"1397","HG02643.SG"
"1398","HG02645.SG"
"1399","HG02646.SG"
"1400","HG02648.SG"
"1401","HG02649.SG"
"1402","HG02651.SG"
"1403","HG02652.SG"
"1404","HG02654.SG"
"1405","HG02655.SG"
"1406","HG02657.SG"
"1407","HG02658.SG"
"1408","HG02660.SG"
"1409","HG02661.SG"
"1410","HG02666.SG"
"1411","HG02667.SG"
"1412","HG02675.SG"
"1413","HG02676.SG"
"1414","HG02678.SG"
"1415","HG02679.SG"
"1416","HG02681.SG"
"1417","HG02682.SG"
"1418","HG02684.SG"
"1419","HG02685.SG"
"1420","HG02687.SG"
"1421","HG02688.SG"
"1422","HG02690.SG"
"1423","HG02691.SG"
"1424","HG02694.SG"
"1425","HG02696.SG"
"1426","HG02697.SG"
"1427","HG02699.SG"
"1428","HG02700.SG"
"1429","HG02702.SG"
"1430","HG02703.SG"
"1431","HG02715.SG"
"1432","HG02716.SG"
"1433","HG02721.SG"
"1434","HG02722.SG"
"1435","HG02724.SG"
"1436","HG02725.SG"
"1437","HG02727.SG"
"1438","HG02728.SG"
"1439","HG02731.SG"
"1440","HG02733.SG"
"1441","HG02734.SG"
"1442","HG02736.SG"
"1443","HG02737.SG"
"1444","HG02756.SG"
"1445","HG02757.SG"
"1446","HG02759.SG"
"1447","HG02760.SG"
"1448","HG02763.SG"
"1449","HG02768.SG"
"1450","HG02769.SG"
"1451","HG02771.SG"
"1452","HG02772.SG"
"1453","HG02774.SG"
"1454","HG02775.SG"
"1455","HG02778.SG"
"1456","HG02780.SG"
"1457","HG02783.SG"
"1458","HG02784.SG"
"1459","HG02786.SG"
"1460","HG02787.SG"
"1461","HG02789.SG"
"1462","HG02790.SG"
"1463","HG02792.SG"
"1464","HG02793.SG"
"1465","HG02798.SG"
"1466","HG02799.SG"
"1467","HG02804.SG"
"1468","HG02805.SG"
"1469","HG02807.SG"
"1470","HG02808.SG"
"1471","HG02810.SG"
"1472","HG02811.SG"
"1473","HG02813.SG"
"1474","HG02814.SG"
"1475","HG02816.SG"
"1476","HG02817.SG"
"1477","HG02819.SG"
"1478","HG02820.SG"
"1479","HG02836.SG"
"1480","HG02837.SG"
"1481","HG02839.SG"
"1482","HG02840.SG"
"1483","HG02851.SG"
"1484","HG02852.SG"
"1485","HG02854.SG"
"1486","HG02855.SG"
"1487","HG02860.SG"
"1488","HG02861.SG"
"1489","HG02870.SG"
"1490","HG02878.SG"
"1491","HG02879.SG"
"1492","HG02881.SG"
"1493","HG02882.SG"
"1494","HG02884.SG"
"1495","HG02885.SG"
"1496","HG02887.SG"
"1497","HG02888.SG"
"1498","HG02890.SG"
"1499","HG02891.SG"
"1500","HG02895.SG"
"1501","HG02896.SG"
"1502","HG02922.SG"
"1503","HG02923.SG"
"1504","HG02938.SG"
"1505","HG02941.SG"
"1506","HG02943.SG"
"1507","HG02944.SG"
"1508","HG02946.SG"
"1509","HG02947.SG"
"1510","HG02952.SG"
"1511","HG02953.SG"
"1512","HG02968.SG"
"1513","HG02970.SG"
"1514","HG02971.SG"
"1515","HG02973.SG"
"1516","HG02974.SG"
"1517","HG02976.SG"
"1518","HG02977.SG"
"1519","HG02979.SG"
"1520","HG02981.SG"
"1521","HG02982.SG"
"1522","HG02983.SG"
"1523","HG03006.SG"
"1524","HG03007.SG"
"1525","HG03009.SG"
"1526","HG03012.SG"
"1527","HG03015.SG"
"1528","HG03016.SG"
"1529","HG03018.SG"
"1530","HG03019.SG"
"1531","HG03021.SG"
"1532","HG03022.SG"
"1533","HG03024.SG"
"1534","HG03025.SG"
"1535","HG03027.SG"
"1536","HG03028.SG"
"1537","HG03039.SG"
"1538","HG03040.SG"
"1539","HG03045.SG"
"1540","HG03046.SG"
"1541","HG03048.SG"
"1542","HG03049.SG"
"1543","HG03052.SG"
"1544","HG03054.SG"
"1545","HG03055.SG"
"1546","HG03057.SG"
"1547","HG03058.SG"
"1548","HG03060.SG"
"1549","HG03061.SG"
"1550","HG03063.SG"
"1551","HG03064.SG"
"1552","HG03066.SG"
"1553","HG03069.SG"
"1554","HG03072.SG"
"1555","HG03073.SG"
"1556","HG03074.SG"
"1557","HG03077.SG"
"1558","HG03078.SG"
"1559","HG03079.SG"
"1560","HG03081.SG"
"1561","HG03082.SG"
"1562","HG03084.SG"
"1563","HG03085.SG"
"1564","HG03086.SG"
"1565","HG03088.SG"
"1566","HG03091.SG"
"1567","HG03095.SG"
"1568","HG03096.SG"
"1569","HG03097.SG"
"1570","HG03099.SG"
"1571","HG03100.SG"
"1572","HG03103.SG"
"1573","HG03105.SG"
"1574","HG03108.SG"
"1575","HG03109.SG"
"1576","HG03111.SG"
"1577","HG03112.SG"
"1578","HG03114.SG"
"1579","HG03115.SG"
"1580","HG03117.SG"
"1581","HG03118.SG"
"1582","HG03120.SG"
"1583","HG03121.SG"
"1584","HG03123.SG"
"1585","HG03124.SG"
"1586","HG03126.SG"
"1587","HG03127.SG"
"1588","HG03129.SG"
"1589","HG03130.SG"
"1590","HG03132.SG"
"1591","HG03133.SG"
"1592","HG03135.SG"
"1593","HG03136.SG"
"1594","HG03139.SG"
"1595","HG03157.SG"
"1596","HG03159.SG"
"1597","HG03160.SG"
"1598","HG03162.SG"
"1599","HG03163.SG"
"1600","HG03166.SG"
"1601","HG03168.SG"
"1602","HG03169.SG"
"1603","HG03172.SG"
"1604","HG03175.SG"
"1605","HG03189.SG"
"1606","HG03190.SG"
"1607","HG03193.SG"
"1608","HG03195.SG"
"1609","HG03196.SG"
"1610","HG03198.SG"
"1611","HG03199.SG"
"1612","HG03202.SG"
"1613","HG03209.SG"
"1614","HG03212.SG"
"1615","HG03224.SG"
"1616","HG03225.SG"
"1617","HG03228.SG"
"1618","HG03229.SG"
"1619","HG03234.SG"
"1620","HG03235.SG"
"1621","HG03237.SG"
"1622","HG03238.SG"
"1623","HG03240.SG"
"1624","HG03241.SG"
"1625","HG03246.SG"
"1626","HG03247.SG"
"1627","HG03258.SG"
"1628","HG03259.SG"
"1629","HG03265.SG"
"1630","HG03267.SG"
"1631","HG03268.SG"
"1632","HG03270.SG"
"1633","HG03271.SG"
"1634","HG03279.SG"
"1635","HG03280.SG"
"1636","HG03291.SG"
"1637","HG03294.SG"
"1638","HG03295.SG"
"1639","HG03297.SG"
"1640","HG03298.SG"
"1641","HG03300.SG"
"1642","HG03301.SG"
"1643","HG03303.SG"
"1644","HG03304.SG"
"1645","HG03311.SG"
"1646","HG03313.SG"
"1647","HG03342.SG"
"1648","HG03343.SG"
"1649","HG03351.SG"
"1650","HG03352.SG"
"1651","HG03354.SG"
"1652","HG03363.SG"
"1653","HG03366.SG"
"1654","HG03367.SG"
"1655","HG03369.SG"
"1656","HG03370.SG"
"1657","HG03372.SG"
"1658","HG03376.SG"
"1659","HG03378.SG"
"1660","HG03380.SG"
"1661","HG03382.SG"
"1662","HG03385.SG"
"1663","HG03388.SG"
"1664","HG03391.SG"
"1665","HG03394.SG"
"1666","HG03397.SG"
"1667","HG03401.SG"
"1668","HG03410.SG"
"1669","HG03419.SG"
"1670","HG03428.SG"
"1671","HG03432.SG"
"1672","HG03433.SG"
"1673","HG03436.SG"
"1674","HG03437.SG"
"1675","HG03439.SG"
"1676","HG03442.SG"
"1677","HG03445.SG"
"1678","HG03446.SG"
"1679","HG03449.SG"
"1680","HG03451.SG"
"1681","HG03452.SG"
"1682","HG03455.SG"
"1683","HG03457.SG"
"1684","HG03458.SG"
"1685","HG03460.SG"
"1686","HG03461.SG"
"1687","HG03464.SG"
"1688","HG03469.SG"
"1689","HG03470.SG"
"1690","HG03472.SG"
"1691","HG03473.SG"
"1692","HG03476.SG"
"1693","HG03478.SG"
"1694","HG03479.SG"
"1695","HG03484.SG"
"1696","HG03485.SG"
"1697","HG03488.SG"
"1698","HG03490.SG"
"1699","HG03491.SG"
"1700","HG03499.SG"
"1701","HG03511.SG"
"1702","HG03514.SG"
"1703","HG03515.SG"
"1704","HG03517.SG"
"1705","HG03518.SG"
"1706","HG03520.SG"
"1707","HG03521.SG"
"1708","HG03538.SG"
"1709","HG03539.SG"
"1710","HG03547.SG"
"1711","HG03548.SG"
"1712","HG03556.SG"
"1713","HG03557.SG"
"1714","HG03558.SG"
"1715","HG03559.SG"
"1716","HG03563.SG"
"1717","HG03565.SG"
"1718","HG03567.SG"
"1719","HG03571.SG"
"1720","HG03572.SG"
"1721","HG03575.SG"
"1722","HG03577.SG"
"1723","HG03578.SG"
"1724","HG03583.SG"
"1725","HG03585.SG"
"1726","HG03589.SG"
"1727","HG03593.SG"
"1728","HG03594.SG"
"1729","HG03595.SG"
"1730","HG03598.SG"
"1731","HG03600.SG"
"1732","HG03603.SG"
"1733","HG03604.SG"
"1734","HG03607.SG"
"1735","HG03611.SG"
"1736","HG03615.SG"
"1737","HG03616.SG"
"1738","HG03619.SG"
"1739","HG03624.SG"
"1740","HG03625.SG"
"1741","HG03629.SG"
"1742","HG03631.SG"
"1743","HG03634.SG"
"1744","HG03636.SG"
"1745","HG03640.SG"
"1746","HG03642.SG"
"1747","HG03643.SG"
"1748","HG03644.SG"
"1749","HG03645.SG"
"1750","HG03646.SG"
"1751","HG03649.SG"
"1752","HG03652.SG"
"1753","HG03653.SG"
"1754","HG03660.SG"
"1755","HG03663.SG"
"1756","HG03667.SG"
"1757","HG03668.SG"
"1758","HG03672.SG"
"1759","HG03673.SG"
"1760","HG03679.SG"
"1761","HG03680.SG"
"1762","HG03681.SG"
"1763","HG03684.SG"
"1764","HG03685.SG"
"1765","HG03686.SG"
"1766","HG03687.SG"
"1767","HG03689.SG"
"1768","HG03690.SG"
"1769","HG03691.SG"
"1770","HG03692.SG"
"1771","HG03693.SG"
"1772","HG03694.SG"
"1773","HG03695.SG"
"1774","HG03696.SG"
"1775","HG03697.SG"
"1776","HG03698.SG"
"1777","HG03702.SG"
"1778","HG03703.SG"
"1779","HG03705.SG"
"1780","HG03706.SG"
"1781","HG03708.SG"
"1782","HG03709.SG"
"1783","HG03711.SG"
"1784","HG03713.SG"
"1785","HG03714.SG"
"1786","HG03715.SG"
"1787","HG03716.SG"
"1788","HG03717.SG"
"1789","HG03718.SG"
"1790","HG03720.SG"
"1791","HG03722.SG"
"1792","HG03727.SG"
"1793","HG03729.SG"
"1794","HG03730.SG"
"1795","HG03731.SG"
"1796","HG03733.SG"
"1797","HG03736.SG"
"1798","HG03738.SG"
"1799","HG03740.SG"
"1800","HG03741.SG"
"1801","HG03742.SG"
"1802","HG03743.SG"
"1803","HG03744.SG"
"1804","HG03745.SG"
"1805","HG03746.SG"
"1806","HG03750.SG"
"1807","HG03752.SG"
"1808","HG03753.SG"
"1809","HG03754.SG"
"1810","HG03755.SG"
"1811","HG03756.SG"
"1812","HG03757.SG"
"1813","HG03760.SG"
"1814","HG03762.SG"
"1815","HG03765.SG"
"1816","HG03767.SG"
"1817","HG03770.SG"
"1818","HG03771.SG"
"1819","HG03772.SG"
"1820","HG03773.SG"
"1821","HG03774.SG"
"1822","HG03775.SG"
"1823","HG03777.SG"
"1824","HG03778.SG"
"1825","HG03779.SG"
"1826","HG03780.SG"
"1827","HG03781.SG"
"1828","HG03782.SG"
"1829","HG03784.SG"
"1830","HG03785.SG"
"1831","HG03786.SG"
"1832","HG03787.SG"
"1833","HG03788.SG"
"1834","HG03789.SG"
"1835","HG03790.SG"
"1836","HG03792.SG"
"1837","HG03793.SG"
"1838","HG03796.SG"
"1839","HG03800.SG"
"1840","HG03802.SG"
"1841","HG03803.SG"
"1842","HG03805.SG"
"1843","HG03808.SG"
"1844","HG03809.SG"
"1845","HG03812.SG"
"1846","HG03814.SG"
"1847","HG03815.SG"
"1848","HG03817.SG"
"1849","HG03821.SG"
"1850","HG03823.SG"
"1851","HG03824.SG"
"1852","HG03826.SG"
"1853","HG03829.SG"
"1854","HG03830.SG"
"1855","HG03832.SG"
"1856","HG03833.SG"
"1857","HG03836.SG"
"1858","HG03837.SG"
"1859","HG03838.SG"
"1860","HG03844.SG"
"1861","HG03846.SG"
"1862","HG03848.SG"
"1863","HG03849.SG"
"1864","HG03850.SG"
"1865","HG03851.SG"
"1866","HG03854.SG"
"1867","HG03856.SG"
"1868","HG03857.SG"
"1869","HG03858.SG"
"1870","HG03861.SG"
"1871","HG03862.SG"
"1872","HG03863.SG"
"1873","HG03864.SG"
"1874","HG03866.SG"
"1875","HG03867.SG"
"1876","HG03868.SG"
"1877","HG03869.SG"
"1878","HG03870.SG"
"1879","HG03871.SG"
"1880","HG03872.SG"
"1881","HG03873.SG"
"1882","HG03874.SG"
"1883","HG03875.SG"
"1884","HG03882.SG"
"1885","HG03884.SG"
"1886","HG03885.SG"
"1887","HG03886.SG"
"1888","HG03887.SG"
"1889","HG03888.SG"
"1890","HG03890.SG"
"1891","HG03894.SG"
"1892","HG03895.SG"
"1893","HG03896.SG"
"1894","HG03897.SG"
"1895","HG03898.SG"
"1896","HG03899.SG"
"1897","HG03900.SG"
"1898","HG03902.SG"
"1899","HG03905.SG"
"1900","HG03907.SG"
"1901","HG03908.SG"
"1902","HG03910.SG"
"1903","HG03911.SG"
"1904","HG03913.SG"
"1905","HG03914.SG"
"1906","HG03916.SG"
"1907","HG03917.SG"
"1908","HG03919.SG"
"1909","HG03920.SG"
"1910","HG03922.SG"
"1911","HG03925.SG"
"1912","HG03926.SG"
"1913","HG03928.SG"
"1914","HG03931.SG"
"1915","HG03934.SG"
"1916","HG03937.SG"
"1917","HG03940.SG"
"1918","HG03941.SG"
"1919","HG03943.SG"
"1920","HG03944.SG"
"1921","HG03945.SG"
"1922","HG03947.SG"
"1923","HG03948.SG"
"1924","HG03949.SG"
"1925","HG03950.SG"
"1926","HG03951.SG"
"1927","HG03953.SG"
"1928","HG03955.SG"
"1929","HG03960.SG"
"1930","HG03963.SG"
"1931","HG03965.SG"
"1932","HG03967.SG"
"1933","HG03968.SG"
"1934","HG03969.SG"
"1935","HG03971.SG"
"1936","HG03973.SG"
"1937","HG03974.SG"
"1938","HG03976.SG"
"1939","HG03977.SG"
"1940","HG03978.SG"
"1941","HG03985.SG"
"1942","HG03986.SG"
"1943","HG03989.SG"
"1944","HG03990.SG"
"1945","HG03991.SG"
"1946","HG03995.SG"
"1947","HG03998.SG"
"1948","HG03999.SG"
"1949","HG04001.SG"
"1950","HG04002.SG"
"1951","HG04003.SG"
"1952","HG04006.SG"
"1953","HG04014.SG"
"1954","HG04015.SG"
"1955","HG04017.SG"
"1956","HG04018.SG"
"1957","HG04019.SG"
"1958","HG04020.SG"
"1959","HG04022.SG"
"1960","HG04023.SG"
"1961","HG04025.SG"
"1962","HG04026.SG"
"1963","HG04029.SG"
"1964","HG04033.SG"
"1965","HG04035.SG"
"1966","HG04038.SG"
"1967","HG04039.SG"
"1968","HG04042.SG"
"1969","HG04047.SG"
"1970","HG04054.SG"
"1971","HG04056.SG"
"1972","HG04059.SG"
"1973","HG04060.SG"
"1974","HG04061.SG"
"1975","HG04062.SG"
"1976","HG04063.SG"
"1977","HG04070.SG"
"1978","HG04075.SG"
"1979","HG04076.SG"
"1980","HG04080.SG"
"1981","HG04090.SG"
"1982","HG04093.SG"
"1983","HG04094.SG"
"1984","HG04096.SG"
"1985","HG04098.SG"
"1986","HG04099.SG"
"1987","HG04100.SG"
"1988","HG04106.SG"
"1989","HG04107.SG"
"1990","HG04118.SG"
"1991","HG04131.SG"
"1992","HG04134.SG"
"1993","HG04140.SG"
"1994","HG04141.SG"
"1995","HG04144.SG"
"1996","HG04146.SG"
"1997","HG04152.SG"
"1998","HG04153.SG"
"1999","HG04155.SG"
"2000","HG04156.SG"
"2001","HG04158.SG"
"2002","HG04159.SG"
"2003","HG04161.SG"
"2004","HG04162.SG"
"2005","HG04164.SG"
"2006","HG04171.SG"
"2007","HG04173.SG"
"2008","HG04176.SG"
"2009","HG04177.SG"
"2010","HG04180.SG"
"2011","HG04182.SG"
"2012","HG04183.SG"
"2013","HG04185.SG"
"2014","HG04186.SG"
"2015","HG04188.SG"
"2016","HG04189.SG"
"2017","HG04194.SG"
"2018","HG04195.SG"
"2019","HG04198.SG"
"2020","HG04200.SG"
"2021","HG04202.SG"
"2022","HG04206.SG"
"2023","HG04209.SG"
"2024","HG04210.SG"
"2025","HG04211.SG"
"2026","HG04212.SG"
"2027","HG04214.SG"
"2028","HG04216.SG"
"2029","HG04219.SG"
"2030","HG04222.SG"
"2031","HG04225.SG"
"2032","HG04227.SG"
"2033","HG04229.SG"
"2034","HG04235.SG"
"2035","HG04238.SG"
"2036","HG04239.SG"
"2037","NA06984.SG"
"2038","NA06985.SG"
"2039","NA06986.SG"
"2040","NA06989.SG"
"2041","NA06994.SG"
"2042","NA07000.SG"
"2043","NA07037.SG"
"2044","NA07048.SG"
"2045","NA07051.SG"
"2046","NA07056.SG"
"2047","NA07347.SG"
"2048","NA07357.SG"
"2049","NA10847.SG"
"2050","NA10851.SG"
"2051","NA11829.SG"
"2052","NA11830.SG"
"2053","NA11831.SG"
"2054","NA11832.SG"
"2055","NA11840.SG"
"2056","NA11843.SG"
"2057","NA11881.SG"
"2058","NA11892.SG"
"2059","NA11893.SG"
"2060","NA11894.SG"
"2061","NA11918.SG"
"2062","NA11919.SG"
"2063","NA11920.SG"
"2064","NA11930.SG"
"2065","NA11931.SG"
"2066","NA11932.SG"
"2067","NA11933.SG"
"2068","NA11992.SG"
"2069","NA11994.SG"
"2070","NA11995.SG"
"2071","NA12003.SG"
"2072","NA12004.SG"
"2073","NA12005.SG"
"2074","NA12006.SG"
"2075","NA12043.SG"
"2076","NA12044.SG"
"2077","NA12045.SG"
"2078","NA12046.SG"
"2079","NA12058.SG"
"2080","NA12144.SG"
"2081","NA12154.SG"
"2082","NA12155.SG"
"2083","NA12156.SG"
"2084","NA12234.SG"
"2085","NA12249.SG"
"2086","NA12272.SG"
"2087","NA12273.SG"
"2088","NA12275.SG"
"2089","NA12282.SG"
"2090","NA12283.SG"
"2091","NA12286.SG"
"2092","NA12287.SG"
"2093","NA12340.SG"
"2094","NA12341.SG"
"2095","NA12342.SG"
"2096","NA12347.SG"
"2097","NA12348.SG"
"2098","NA12383.SG"
"2099","NA12399.SG"
"2100","NA12400.SG"
"2101","NA12413.SG"
"2102","NA12414.SG"
"2103","NA12489.SG"
"2104","NA12546.SG"
"2105","NA12716.SG"
"2106","NA12717.SG"
"2107","NA12718.SG"
"2108","NA12748.SG"
