"","group","subregion","individuals","mean.ycoord","mean.xcoord","date","pnpla3","reference","scale"
"1",2,"East Asia",25,38.6090121666667,116.000138875,8178.125,0.32,0.68,3
"2",4,"North Asia",29,53.4567890975862,97.1101987717241,8369.48275862069,0.551724137931034,0.448275862068966,3
"3",6,"South Asia",10,35.1772736,47.2730666,9243.5,0.5,0.5,3
"4",9,"West Asia",36,40.6802203131313,40.4476962832323,8602.27272727273,0.347222222222222,0.652777777777778,4
