"","group","subregion","individuals","mean.ycoord","mean.xcoord","date","pnpla3","reference","scale"
"1",2,"South Africa",10,-16.8539536561905,27.629402867619,1618.14285714286,0.3,0.7,3
"2",5,"East Africa",26,-2.3312847368421,36.4279605263158,1857.04511278195,0.192307692307692,0.807692307692308,3
